Rk,Player,M_serve,M_W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,M_return,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,M_more,DR,Points,TPW%,TBs,TB_W%,TB/S,Sets,S_W%,Gms,G_W%,Sec/Pt,Nationality,Sec_Set,Time_Mt_sec
223,Calvin Hemery,56,0.536,0.648,0.632,435,0.109,155,0.039,0.10099999999999999,0.614,0.725,0.525,0.584,0.809,6.3,2.2,56,0.364,0.361,0.063,0.040999999999999995,0.302,0.47200000000000003,0.205,6.4,2.3,262.0,295.0,56,0.371,130,350,0.55,2.7,6.3,0.99,2.3,0.622,201,323,0.51,2.5,5.8,0.93,2.2,56,1.03,8081,0.505,25,0.44,0.191,131,0.527,1273,0.508,44.3,FRA,2736.0,107.0
225,Tung Lin Wu,45,0.5329999999999999,0.627,0.62,165,0.053,68,0.022000000000000002,0.067,0.6759999999999999,0.6729999999999999,0.53,0.568,0.758,6.3,2.3,45,0.386,0.39299999999999996,0.07200000000000001,0.036000000000000004,0.311,0.503,0.247,6.5,2.5,242.0,290.6,45,0.377,125,332,0.66,3.2,7.4,1.19,2.8,0.588,173,294,0.59,2.8,6.5,1.15,2.7,45,1.03,6425,0.504,17,0.647,0.162,105,0.524,1006,0.501,47.3,TPE,2892.0,113.0
236,Rudolf Molleker,51,0.49,0.629,0.624,336,0.094,174,0.049,0.11900000000000001,0.591,0.7120000000000001,0.509,0.578,0.764,6.4,2.4,51,0.358,0.38299999999999995,0.115,0.03,0.282,0.479,0.195,6.5,2.3,239.5,263.7,51,0.386,107,277,0.5,2.4,5.4,0.92,2.1,0.561,169,301,0.54,2.6,5.9,1.14,2.6,51,0.96,7132,0.494,22,0.591,0.19,116,0.483,1108,0.48200000000000004,38.3,GER,2358.0,89.0
241,Gonzalo Bueno,47,0.532,0.569,0.584,30,0.009000000000000001,109,0.032,0.094,0.6609999999999999,0.608,0.491,0.542,0.6609999999999999,6.5,2.8,47,0.433,0.423,0.031,0.039,0.358,0.555,0.345,6.7,2.9,294.0,339.5,47,0.43,181,421,0.8,3.8,9.0,1.63,3.9,0.544,212,390,0.74,3.5,8.3,1.6,3.8,47,1.0,6946,0.5,16,0.43799999999999994,0.14400000000000002,111,0.505,1049,0.503,46.2,PER,2892.0,114.0
247,Yuta Shimizu,53,0.509,0.599,0.605,153,0.042,137,0.038,0.098,0.617,0.664,0.495,0.5489999999999999,0.727,6.6,2.6,53,0.406,0.406,0.06,0.040999999999999995,0.336,0.513,0.28600000000000003,6.6,2.7,253.0,307.8,53,0.444,163,367,0.64,3.2,6.9,1.41,3.1,0.5920000000000001,219,370,0.67,3.2,7.0,1.3,2.8,53,1.01,7368,0.501,21,0.381,0.18100000000000002,116,0.517,1123,0.504,43.5,JPN,2760.0,101.0
249,Geoffrey Blancaneaux,49,0.449,0.59,0.601,150,0.04,172,0.046,0.114,0.5920000000000001,0.664,0.48200000000000004,0.544,0.723,6.8,2.8,49,0.39299999999999996,0.382,0.042,0.043,0.324,0.512,0.264,6.5,2.6,218.5,270.3,49,0.39799999999999996,141,354,0.66,3.1,7.2,1.25,2.9,0.621,247,398,0.73,3.5,8.1,1.34,3.1,49,0.96,7178,0.494,15,0.33299999999999996,0.133,113,0.46,1079,0.496,49.9,FRA,3168.0,122.0
252,Dalibor Svrcina,46,0.565,0.5489999999999999,0.586,47,0.015,231,0.07200000000000001,0.193,0.626,0.628,0.419,0.519,0.622,6.8,3.1,46,0.455,0.44799999999999995,0.034,0.04,0.374,0.584,0.39799999999999996,6.6,3.0,234.0,265.8,46,0.5,189,378,0.8,3.5,8.2,1.75,4.1,0.51,186,365,0.77,3.4,7.9,1.66,3.9,46,1.01,6357,0.502,13,0.385,0.12,108,0.528,948,0.509,46.7,CZE,2748.0,108.0
257,Samuel Vincent Ruggeri,50,0.42,0.599,0.612,265,0.078,241,0.071,0.152,0.532,0.7190000000000001,0.462,0.544,0.7170000000000001,6.3,2.5,50,0.38799999999999996,0.381,0.042,0.037000000000000005,0.324,0.484,0.249,6.4,2.5,225.0,256.0,50,0.439,134,305,0.57,2.6,6.1,1.15,2.7,0.563,197,350,0.65,3.0,7.0,1.31,3.1,50,0.97,6851,0.49200000000000005,14,0.35700000000000004,0.12,117,0.47,1080,0.483,47.4,ITA,2778.0,108.0
273,Enrico Dalla Valle,58,0.517,0.6,0.597,196,0.049,108,0.027000000000000003,0.084,0.6759999999999999,0.652,0.491,0.536,0.7090000000000001,6.5,2.6,58,0.408,0.39899999999999997,0.035,0.039,0.34,0.519,0.284,6.6,2.7,257.5,278.4,58,0.42,176,419,0.68,3.1,7.2,1.31,3.0,0.575,242,421,0.68,3.1,7.3,1.34,3.1,58,1.02,8082,0.503,17,0.765,0.127,134,0.507,1235,0.496,56.8,ITA,3426.0,132.0
286,Juan Bautista Torres,49,0.51,0.5760000000000001,0.591,51,0.015,120,0.036000000000000004,0.099,0.636,0.624,0.49200000000000005,0.546,0.66,6.5,2.7,49,0.444,0.431,0.027999999999999997,0.045,0.361,0.563,0.349,6.6,2.9,284.5,302.9,49,0.461,181,393,0.76,3.4,8.0,1.59,3.7,0.504,178,353,0.69,3.1,7.2,1.54,3.6,49,1.05,6748,0.509,12,0.833,0.105,114,0.518,1032,0.504,48.7,ARG,2886.0,112.0
289,Giovanni Fonio,47,0.426,0.626,0.631,184,0.054000000000000006,134,0.039,0.10400000000000001,0.625,0.691,0.517,0.5770000000000001,0.747,6.4,2.4,47,0.36,0.36,0.065,0.037000000000000005,0.28,0.493,0.184,6.4,2.3,230.0,244.8,47,0.349,99,284,0.53,2.5,6.0,0.88,2.1,0.5670000000000001,178,314,0.58,2.8,6.7,1.21,2.9,47,0.96,6891,0.49200000000000005,23,0.652,0.205,112,0.43799999999999994,1076,0.466,44.0,ITA,2706.0,107.0
305,Francesco Maestrelli,45,0.42200000000000004,0.595,0.598,221,0.07,162,0.051,0.127,0.594,0.6970000000000001,0.447,0.512,0.7240000000000001,6.6,2.7,45,0.389,0.384,0.039,0.033,0.32899999999999996,0.479,0.244,6.7,2.6,200.0,273.0,45,0.364,116,319,0.67,3.2,7.1,1.15,2.6,0.5870000000000001,186,317,0.67,3.1,7.0,1.3,2.9,45,0.96,6342,0.491,14,0.35700000000000004,0.139,101,0.455,951,0.484,47.2,ITA,2964.0,111.0
348,Genaro Alberto Olivieri,45,0.467,0.581,0.589,67,0.021,90,0.028999999999999998,0.09,0.679,0.624,0.491,0.539,0.6859999999999999,6.5,2.7,45,0.413,0.402,0.026000000000000002,0.036000000000000004,0.365,0.501,0.28600000000000003,6.6,2.7,303.0,370.4,45,0.37200000000000005,140,376,0.77,3.6,8.4,1.35,3.1,0.5379999999999999,175,325,0.68,3.1,7.2,1.44,3.3,45,0.99,6372,0.495,9,0.444,0.087,104,0.47100000000000003,968,0.483,57.7,ARG,3540.0,136.0
51,Jakub Mensik,39,0.59,0.625,0.61,380,0.111,157,0.046,0.113,0.593,0.73,0.47200000000000003,0.532,0.79,6.7,2.5,39,0.35700000000000004,0.366,0.092,0.039,0.271,0.513,0.20800000000000002,6.2,2.2,35.0,67.9,39,0.423,105,248,0.49,2.3,6.4,0.98,2.7,0.6409999999999999,191,298,0.59,2.8,7.6,1.0,2.7,39,0.95,6551,0.49700000000000005,23,0.609,0.215,107,0.551,1013,0.5,42.0,CZE,2574.0,118.0
52,Gael Monfils,48,0.521,0.645,0.638,432,0.10800000000000001,199,0.05,0.125,0.603,0.738,0.503,0.5760000000000001,0.8140000000000001,6.3,2.2,48,0.353,0.35,0.043,0.027999999999999997,0.305,0.433,0.196,6.3,2.2,33.0,52.8,48,0.37799999999999995,123,325,0.52,2.5,6.8,0.95,2.6,0.621,193,311,0.49,2.4,6.5,0.91,2.5,48,0.99,7935,0.5,23,0.565,0.17800000000000002,129,0.519,1262,0.506,40.1,FRA,2466.0,111.0
53,Cameron Norrie,36,0.5,0.648,0.645,182,0.059000000000000004,85,0.027999999999999997,0.075,0.633,0.7290000000000001,0.51,0.551,0.815,6.4,2.3,36,0.35600000000000004,0.376,0.107,0.031,0.281,0.491,0.205,6.4,2.3,67.0,74.4,36,0.392,98,250,0.52,2.6,6.9,1.02,2.7,0.643,160,249,0.52,2.6,6.9,0.93,2.5,36,1.01,6115,0.503,24,0.33299999999999996,0.25,96,0.49,957,0.511,41.8,GBR,2664.0,118.0
54,David Goffin,30,0.5,0.601,0.6,156,0.063,100,0.04,0.099,0.596,0.6890000000000001,0.47100000000000003,0.523,0.723,6.6,2.7,30,0.391,0.406,0.08,0.03,0.308,0.518,0.264,6.3,2.5,57.0,60.4,30,0.391,101,258,0.67,3.2,8.6,1.26,3.4,0.5770000000000001,142,246,0.66,3.1,8.2,1.3,3.5,30,0.98,4916,0.49700000000000005,9,0.33299999999999996,0.113,80,0.475,758,0.491,38.8,BEL,2382.0,106.0
55,Roberto Carballes Baena,50,0.5,0.622,0.625,142,0.037000000000000005,106,0.027999999999999997,0.078,0.647,0.6779999999999999,0.519,0.563,0.7559999999999999,6.5,2.4,50,0.37799999999999995,0.381,0.061,0.034,0.297,0.509,0.215,6.6,2.5,66.5,87.0,50,0.366,127,347,0.59,2.8,6.9,1.02,2.5,0.594,211,355,0.6,2.8,7.1,1.15,2.9,50,1.0,7714,0.499,19,0.579,0.152,125,0.46399999999999997,1182,0.486,45.9,ESP,2838.0,118.0
56,Fabian Marozsan,50,0.46,0.619,0.616,231,0.059000000000000004,127,0.033,0.091,0.642,0.6920000000000001,0.486,0.535,0.745,6.4,2.4,50,0.37200000000000005,0.384,0.095,0.04,0.282,0.52,0.226,6.4,2.4,55.0,70.7,50,0.405,136,336,0.56,2.6,6.7,1.06,2.7,0.5579999999999999,196,351,0.58,2.7,7.0,1.21,3.1,50,0.98,7748,0.49700000000000005,24,0.583,0.188,128,0.469,1212,0.48700000000000004,37.7,HUN,2280.0,97.0
57,Adrian Mannarino,47,0.36200000000000004,0.615,0.607,233,0.061,101,0.026000000000000002,0.066,0.602,0.6809999999999999,0.513,0.55,0.748,6.4,2.5,47,0.345,0.36700000000000005,0.10800000000000001,0.028999999999999998,0.265,0.485,0.179,6.3,2.2,62.5,104.1,47,0.384,109,284,0.47,2.2,6.0,0.84,2.3,0.5870000000000001,215,366,0.61,2.8,7.8,1.17,3.2,47,0.9,7657,0.48,22,0.409,0.171,129,0.40299999999999997,1207,0.461,45.0,FRA,2670.0,122.0
58,Miomir Kecmanovic,55,0.455,0.644,0.64,246,0.055,107,0.024,0.064,0.626,0.713,0.528,0.564,0.7959999999999999,6.2,2.2,55,0.361,0.37200000000000005,0.087,0.034,0.276,0.504,0.19899999999999998,6.5,2.3,53.0,69.0,55,0.389,142,365,0.51,2.4,6.6,0.95,2.6,0.56,186,332,0.46,2.2,6.0,0.98,2.7,55,1.01,9041,0.5,33,0.364,0.221,149,0.47,1426,0.498,39.9,SRB,2424.0,109.0
59,Alexander Shevchenko,56,0.48200000000000004,0.619,0.61,304,0.068,129,0.028999999999999998,0.07400000000000001,0.607,0.696,0.498,0.5379999999999999,0.757,6.5,2.5,56,0.36,0.37200000000000005,0.07400000000000001,0.026000000000000002,0.278,0.502,0.195,6.3,2.3,61.0,82.7,56,0.41200000000000003,135,328,0.47,2.3,5.9,0.93,2.4,0.586,236,403,0.59,2.8,7.2,1.15,3.0,56,0.94,8832,0.491,28,0.643,0.193,145,0.469,1379,0.475,38.0,KAZ,2316.0,100.0
60,Roman Safiullin,45,0.42200000000000004,0.642,0.635,316,0.084,138,0.037000000000000005,0.094,0.612,0.732,0.5,0.552,0.7929999999999999,6.3,2.3,45,0.363,0.371,0.075,0.032,0.293,0.489,0.19899999999999998,6.5,2.4,40.0,89.9,45,0.358,118,330,0.56,2.7,7.3,0.98,2.6,0.625,207,331,0.55,2.7,7.4,1.02,2.8,45,1.01,7628,0.501,19,0.42100000000000004,0.157,121,0.47100000000000003,1192,0.49700000000000005,39.7,RUS,2508.0,112.0
61,Arthur Rinderknech,40,0.475,0.664,0.635,441,0.133,106,0.032,0.087,0.63,0.768,0.48700000000000004,0.5329999999999999,0.8320000000000001,6.2,2.1,40,0.332,0.341,0.084,0.03,0.26,0.44299999999999995,0.157,6.3,2.1,65.0,86.2,40,0.322,84,261,0.49,2.4,6.5,0.79,2.1,0.645,162,251,0.47,2.3,6.3,0.83,2.2,40,0.99,6679,0.496,21,0.5710000000000001,0.196,107,0.486,1066,0.49200000000000005,41.9,FRA,2616.0,117.0
62,Alejandro Davidovich Fokina,41,0.46299999999999997,0.629,0.623,211,0.062,99,0.028999999999999998,0.08800000000000001,0.672,0.6809999999999999,0.52,0.5710000000000001,0.785,6.6,2.4,41,0.37200000000000005,0.387,0.09699999999999999,0.036000000000000004,0.285,0.505,0.223,6.5,2.4,52.5,71.4,41,0.409,115,281,0.54,2.7,6.9,1.08,2.8,0.611,176,288,0.55,2.7,7.0,1.06,2.7,41,1.0,6777,0.501,24,0.33299999999999996,0.226,106,0.48100000000000004,1037,0.505,40.3,ESP,2574.0,111.0
63,Jaume Munar,37,0.35100000000000003,0.601,0.612,128,0.044000000000000004,136,0.047,0.133,0.648,0.6709999999999999,0.47100000000000003,0.5429999999999999,0.72,6.5,2.6,37,0.408,0.41200000000000003,0.051,0.027999999999999997,0.348,0.507,0.268,6.8,2.8,56.0,73.4,37,0.376,120,319,0.71,3.4,8.6,1.26,3.2,0.594,184,310,0.69,3.3,8.4,1.33,3.4,37,1.02,5939,0.502,6,0.16699999999999998,0.063,95,0.43200000000000005,898,0.494,42.4,ESP,2646.0,113.0
64,Yoshihito Nishioka,39,0.5379999999999999,0.633,0.633,85,0.03,51,0.018000000000000002,0.049,0.635,0.6809999999999999,0.5479999999999999,0.5760000000000001,0.792,6.4,2.3,39,0.35100000000000003,0.379,0.135,0.038,0.251,0.506,0.19899999999999998,6.3,2.2,56.0,111.3,39,0.396,90,227,0.5,2.2,5.8,0.89,2.3,0.609,145,238,0.53,2.4,6.1,0.92,2.4,39,0.96,5720,0.49200000000000005,15,0.667,0.149,101,0.525,901,0.494,42.2,JPN,2394.0,103.0
65,Zizou Bergs,30,0.467,0.6459999999999999,0.637,237,0.08900000000000001,97,0.036000000000000004,0.09699999999999999,0.627,0.727,0.51,0.564,0.8009999999999999,6.3,2.2,30,0.371,0.37,0.059000000000000004,0.037000000000000005,0.28800000000000003,0.506,0.192,6.6,2.5,41.0,100.0,30,0.345,82,238,0.56,2.7,7.9,0.93,2.7,0.628,142,226,0.53,2.6,7.5,0.95,2.8,30,1.05,5510,0.505,14,0.5,0.159,88,0.489,851,0.495,39.1,BEL,2448.0,120.0
66,Facundo Diaz Acosta,33,0.485,0.615,0.627,88,0.035,100,0.04,0.111,0.644,0.667,0.522,0.5870000000000001,0.759,6.4,2.5,33,0.38799999999999996,0.377,0.034,0.038,0.317,0.509,0.251,6.4,2.5,63.0,79.7,33,0.4,98,245,0.63,2.9,7.4,1.17,3.0,0.596,140,235,0.6,2.8,7.1,1.13,2.9,33,1.01,5004,0.502,12,0.41700000000000004,0.14300000000000002,84,0.488,784,0.506,47.9,ARG,2850.0,121.0
67,Botic Van De Zandschulp,46,0.413,0.613,0.615,246,0.067,165,0.045,0.12,0.623,0.7020000000000001,0.465,0.529,0.747,6.6,2.6,46,0.368,0.368,0.059000000000000004,0.034,0.287,0.501,0.2,6.5,2.4,46.0,76.3,46,0.369,111,301,0.54,2.7,6.5,0.98,2.4,0.611,220,360,0.65,3.2,7.8,1.24,3.0,46,0.95,7264,0.491,23,0.391,0.204,113,0.41600000000000004,1109,0.47200000000000003,43.2,NED,2772.0,114.0
68,Alexandre Muller,38,0.447,0.613,0.61,137,0.046,71,0.024,0.068,0.645,0.675,0.5,0.537,0.7490000000000001,6.5,2.5,38,0.37799999999999995,0.391,0.094,0.039,0.273,0.532,0.23199999999999998,6.5,2.4,60.0,102.6,38,0.39299999999999996,106,270,0.59,2.9,7.1,1.15,2.8,0.5820000000000001,159,273,0.6,3.0,7.2,1.24,3.0,38,0.98,5910,0.496,20,0.55,0.217,92,0.457,910,0.49,40.8,FRA,2622.0,106.0
69,James Duckworth,22,0.409,0.66,0.644,177,0.098,52,0.028999999999999998,0.07200000000000001,0.6,0.741,0.539,0.581,0.847,6.5,2.2,22,0.308,0.337,0.153,0.034,0.20600000000000002,0.47100000000000003,0.109,6.3,1.9,52.0,79.9,22,0.313,30,96,0.35,1.7,4.4,0.54,1.4,0.6559999999999999,82,125,0.44,2.2,5.7,0.77,2.0,22,0.91,3542,0.488,14,0.643,0.25,56,0.446,557,0.48100000000000004,40.4,AUS,2556.0,108.0
70,Corentin Moutet,26,0.423,0.597,0.6,49,0.022000000000000002,43,0.02,0.059000000000000004,0.667,0.653,0.484,0.514,0.706,6.6,2.7,26,0.39299999999999996,0.38799999999999996,0.035,0.031,0.348,0.48700000000000004,0.27,6.7,2.6,55.0,61.9,26,0.423,91,215,0.64,3.0,8.3,1.26,3.5,0.585,138,236,0.71,3.3,9.1,1.36,3.8,26,0.98,4448,0.494,13,0.385,0.18100000000000002,72,0.444,670,0.48700000000000004,36.3,FRA,2238.0,103.0
71,Christopher Oconnell,38,0.42100000000000004,0.637,0.615,302,0.1,78,0.026000000000000002,0.063,0.591,0.736,0.494,0.528,0.8079999999999999,6.6,2.4,38,0.33,0.34600000000000003,0.11199999999999999,0.035,0.257,0.462,0.14300000000000002,6.3,2.1,44.5,67.1,38,0.335,66,197,0.43,2.1,5.2,0.7,1.7,0.638,155,243,0.53,2.6,6.4,0.94,2.3,38,0.91,5939,0.48700000000000004,19,0.579,0.20199999999999999,94,0.447,922,0.474,45.0,AUS,2844.0,117.0
72,Aleksandar Vukic,48,0.45799999999999996,0.639,0.61,424,0.111,85,0.022000000000000002,0.055,0.594,0.736,0.498,0.527,0.79,6.5,2.4,48,0.33399999999999996,0.344,0.098,0.037000000000000005,0.243,0.48100000000000004,0.159,6.3,2.1,61.5,90.4,48,0.364,94,258,0.44,2.1,5.4,0.78,2.0,0.616,197,320,0.55,2.6,6.7,1.02,2.6,48,0.93,7548,0.489,28,0.679,0.231,121,0.46299999999999997,1180,0.473,40.8,AUS,2544.0,107.0
73,Hugo Gaston,28,0.429,0.5870000000000001,0.589,82,0.034,62,0.026000000000000002,0.06,0.573,0.647,0.508,0.54,0.693,6.7,2.8,28,0.37200000000000005,0.379,0.07400000000000001,0.033,0.315,0.473,0.21899999999999997,6.5,2.4,67.5,81.5,28,0.364,80,220,0.6,2.9,7.9,1.05,2.9,0.578,152,263,0.73,3.5,9.4,1.46,4.0,28,0.9,4769,0.48100000000000004,13,0.615,0.171,76,0.408,726,0.455,40.4,FRA,2538.0,115.0
74,Dusan Lajovic,37,0.45899999999999996,0.618,0.616,85,0.027999999999999997,43,0.013999999999999999,0.048,0.7040000000000001,0.6709999999999999,0.49200000000000005,0.516,0.769,6.5,2.5,37,0.37,0.37200000000000005,0.066,0.036000000000000004,0.287,0.507,0.22699999999999998,6.4,2.4,42.0,99.8,37,0.39299999999999996,108,275,0.58,2.8,7.4,1.08,2.9,0.598,162,271,0.58,2.7,7.3,1.09,2.9,37,0.97,6086,0.494,13,0.385,0.13,100,0.47,946,0.49700000000000005,37.6,SRB,2292.0,103.0
75,Pavel Kotov,44,0.47700000000000004,0.624,0.625,172,0.046,114,0.03,0.08900000000000001,0.66,0.695,0.484,0.532,0.7859999999999999,6.6,2.5,44,0.35600000000000004,0.35600000000000004,0.053,0.027999999999999997,0.282,0.479,0.204,6.2,2.2,65.0,104.8,44,0.41600000000000004,117,281,0.49,2.4,6.4,1.0,2.7,0.64,217,339,0.59,2.9,7.7,1.04,2.8,44,0.95,7324,0.493,19,0.474,0.162,117,0.47,1144,0.494,41.5,RUS,2598.0,115.0
77,Fabio Fognini,28,0.536,0.597,0.615,120,0.051,143,0.061,0.142,0.57,0.6990000000000001,0.462,0.539,0.741,6.7,2.7,28,0.37,0.379,0.081,0.035,0.306,0.47100000000000003,0.233,6.4,2.4,67.5,74.0,28,0.447,84,188,0.52,2.5,6.7,1.14,3.0,0.581,126,217,0.62,2.9,7.8,1.23,3.3,28,0.92,4643,0.485,14,0.5710000000000001,0.18899999999999997,74,0.5,712,0.485,40.4,ITA,2538.0,112.0
78,Thiago Seyboth Wild,46,0.435,0.622,0.619,262,0.07,142,0.038,0.10300000000000001,0.629,0.696,0.496,0.5529999999999999,0.7809999999999999,6.6,2.5,46,0.342,0.34600000000000003,0.081,0.037000000000000005,0.266,0.473,0.183,6.1,2.1,46.0,79.6,46,0.41,102,249,0.45,2.1,5.4,0.88,2.2,0.636,215,338,0.6,2.9,7.3,1.06,2.7,46,0.9,7139,0.488,19,0.42100000000000004,0.16399999999999998,116,0.44799999999999995,1119,0.483,42.6,BRA,2622.0,110.0
79,Sebastian Ofner,45,0.42200000000000004,0.636,0.616,390,0.099,117,0.03,0.07,0.575,0.735,0.503,0.541,0.7829999999999999,6.5,2.4,45,0.348,0.349,0.067,0.033,0.27699999999999997,0.47200000000000003,0.184,6.2,2.2,67.0,131.9,45,0.42,113,269,0.44,2.2,6.0,0.91,2.5,0.624,219,351,0.58,2.8,7.8,1.06,2.9,45,0.95,7721,0.494,26,0.423,0.21,124,0.452,1221,0.48200000000000004,35.7,AUT,2220.0,102.0
80,Arthur Cazaux,22,0.409,0.644,0.621,224,0.11800000000000001,66,0.035,0.081,0.57,0.764,0.485,0.528,0.8270000000000001,6.4,2.3,22,0.344,0.34700000000000003,0.077,0.037000000000000005,0.258,0.483,0.193,6.2,2.1,39.0,71.7,22,0.389,56,144,0.5,2.4,6.5,0.95,2.5,0.625,85,136,0.46,2.3,6.2,0.86,2.3,22,0.97,3696,0.498,14,0.28600000000000003,0.237,59,0.441,585,0.513,43.3,FRA,2712.0,121.0
81,Sumit Nagal,20,0.25,0.595,0.6,33,0.02,35,0.021,0.069,0.6920000000000001,0.621,0.537,0.5770000000000001,0.7020000000000001,6.5,2.7,20,0.35100000000000003,0.349,0.076,0.044000000000000004,0.265,0.494,0.18100000000000002,6.4,2.3,56.5,99.4,20,0.322,46,143,0.56,2.6,7.2,0.85,2.3,0.601,113,188,0.75,3.5,9.4,1.39,3.8,20,0.87,3279,0.474,5,0.4,0.09300000000000001,54,0.315,506,0.441,40.5,IND,2460.0,111.0
82,Daniel Altmaier,35,0.34299999999999997,0.619,0.613,189,0.067,90,0.032,0.086,0.631,0.698,0.485,0.53,0.763,6.5,2.5,35,0.35200000000000004,0.345,0.049,0.036000000000000004,0.284,0.45799999999999996,0.17600000000000002,6.4,2.3,50.0,100.5,35,0.381,77,202,0.46,2.2,5.8,0.86,2.2,0.57,138,242,0.55,2.7,6.9,1.16,3.0,35,0.93,5643,0.48700000000000004,20,0.55,0.222,90,0.389,877,0.47,40.9,GER,2562.0,110.0
83,Rinky Hijikata,38,0.395,0.595,0.595,158,0.052000000000000005,112,0.037000000000000005,0.09,0.59,0.6829999999999999,0.46799999999999997,0.514,0.713,6.6,2.7,38,0.36200000000000004,0.376,0.095,0.033,0.28300000000000003,0.488,0.18899999999999997,6.4,2.3,49.0,60.2,38,0.35700000000000004,89,249,0.53,2.6,6.6,0.92,2.3,0.603,199,330,0.72,3.4,8.7,1.35,3.4,38,0.89,6030,0.478,18,0.667,0.18600000000000003,97,0.392,927,0.44799999999999995,41.4,AUS,2574.0,110.0
84,Dominik Koepfer,35,0.457,0.629,0.632,160,0.057999999999999996,107,0.039,0.10300000000000001,0.622,0.69,0.529,0.589,0.785,6.4,2.4,35,0.354,0.363,0.079,0.032,0.27399999999999997,0.49700000000000005,0.192,6.4,2.3,37.0,56.4,35,0.353,84,238,0.54,2.7,6.8,0.94,2.4,0.599,139,232,0.54,2.6,6.6,1.04,2.7,35,0.95,5577,0.49,21,0.429,0.23600000000000002,89,0.43799999999999994,870,0.486,37.5,GER,2346.0,99.0
85,Thanasi Kokkinakis,28,0.46399999999999997,0.6629999999999999,0.642,316,0.11900000000000001,90,0.034,0.08900000000000001,0.62,0.75,0.521,0.5720000000000001,0.833,6.3,2.1,28,0.33299999999999996,0.34,0.084,0.032,0.24100000000000002,0.47200000000000003,0.129,6.5,2.2,42.5,52.3,28,0.29100000000000004,55,189,0.44,2.2,6.8,0.65,2.0,0.628,118,188,0.45,2.2,6.7,0.82,2.5,28,0.99,5397,0.495,19,0.684,0.22399999999999998,85,0.47100000000000003,845,0.479,39.6,AUS,2514.0,127.0
86,Emil Ruusuvuori,30,0.5329999999999999,0.647,0.643,164,0.061,76,0.027999999999999997,0.078,0.635,0.695,0.562,0.609,0.8079999999999999,6.6,2.3,30,0.359,0.382,0.107,0.028999999999999998,0.278,0.499,0.185,6.5,2.4,50.0,73.7,30,0.38299999999999995,74,193,0.48,2.4,6.4,0.91,2.5,0.645,142,220,0.54,2.7,7.3,0.96,2.6,30,1.02,5291,0.505,20,0.65,0.247,81,0.519,805,0.499,39.5,FIN,2580.0,116.0
87,Gabriel Diallo,16,0.5,0.618,0.596,147,0.09699999999999999,44,0.028999999999999998,0.09,0.677,0.6890000000000001,0.46799999999999997,0.515,0.8029999999999999,6.7,2.5,16,0.391,0.391,0.049,0.032,0.355,0.455,0.217,6.7,2.6,68.0,128.9,16,0.368,49,133,0.59,3.0,8.3,1.11,3.1,0.609,70,115,0.5,2.6,7.2,1.02,2.8,16,1.02,3035,0.504,9,0.33299999999999996,0.205,44,0.5,454,0.511,36.7,CAN,2526.0,116.0
88,Marton Fucsovics,32,0.469,0.64,0.634,163,0.064,69,0.027000000000000003,0.07200000000000001,0.623,0.7020000000000001,0.539,0.581,0.81,6.5,2.3,32,0.36700000000000005,0.359,0.046,0.038,0.29600000000000004,0.486,0.212,6.3,2.3,51.5,60.7,32,0.419,83,198,0.51,2.4,6.2,1.0,2.6,0.6679999999999999,149,223,0.57,2.7,7.0,0.89,2.3,32,1.02,4988,0.506,12,0.41700000000000004,0.145,83,0.494,781,0.51,43.2,HUN,2592.0,112.0
89,Taro Daniel,34,0.294,0.598,0.591,139,0.053,66,0.025,0.064,0.608,0.665,0.494,0.528,0.737,6.6,2.6,34,0.33399999999999996,0.35100000000000003,0.10300000000000001,0.03,0.252,0.46299999999999997,0.151,6.3,2.1,52.0,73.4,34,0.392,60,153,0.38,1.8,4.5,0.72,1.8,0.5720000000000001,139,243,0.61,2.9,7.1,1.25,3.1,34,0.83,5102,0.469,13,0.231,0.157,83,0.325,794,0.44299999999999995,40.4,JPN,2484.0,101.0
90,Quentin Halys,15,0.6,0.6779999999999999,0.6509999999999999,236,0.172,69,0.05,0.11900000000000001,0.58,0.81,0.49700000000000005,0.564,0.8740000000000001,6.4,2.1,15,0.318,0.318,0.084,0.039,0.24,0.444,0.12300000000000001,6.0,1.9,78.0,92.3,15,0.35600000000000004,26,73,0.35,1.7,4.9,0.6,1.7,0.74,77,104,0.48,2.4,6.9,0.63,1.8,15,0.99,2645,0.505,11,0.727,0.256,43,0.5579999999999999,426,0.502,38.2,FRA,2352.0,112.0
